name,province_id,province_name,category_id,category_name,ratings,reviews_count
Royal Palace of Cambodia,1,Phnom Penh,1,Tourist Attraction,4.3,12506.0
Tuol Sleng Genocide Museum,1,Phnom Penh,1,Tourist Attraction,4.6,11655.0
Wat Phnom Daun Penh,1,Phnom Penh,1,Tourist Attraction,4.4,8646.0
National Museum of Cambodia,1,Phnom Penh,1,Tourist Attraction,4.1,6478.0
Independence Monument,1,Phnom Penh,1,Tourist Attraction,4.5,4894.0
Choeung Ek Genocidal Center,1,Phnom Penh,1,Tourist Attraction,4.6,1977.0
Silver Pagoda,1,Phnom Penh,1,Tourist Attraction,4.4,2273.0
Royal Palace Park,1,Phnom Penh,1,Tourist Attraction,4.5,5222.0
Sisowath Riverside Park,1,Phnom Penh,1,Tourist Attraction,4.4,2655.0
Statue of His Majesty Preah Bat Samdech Preah Norodom Sihanouk,1,Phnom Penh,1,Tourist Attraction,4.6,1867.0
PH Euro Park,1,Phnom Penh,1,Tourist Attraction,4.5,2001.0
The Giant Clock of Phnom Penh,1,Phnom Penh,1,Tourist Attraction,4.2,125.0
Wat Langka Preah Kossamaram,1,Phnom Penh,1,Tourist Attraction,4.4,461.0
Wat Botum Park,1,Phnom Penh,1,Tourist Attraction,4.4,4471.0
Bassac Street,1,Phnom Penh,1,Tourist Attraction,4.5,203.0
នាងប្រាជ្ញាបារមី (រូបសំណាក),1,Phnom Penh,1,Tourist Attraction,4.5,78.0
PH Euro Park Waterfall,1,Phnom Penh,1,Tourist Attraction,4.4,55.0
Konghing Fountain,1,Phnom Penh,1,Tourist Attraction,4.2,29.0
Mondap Hill,1,Phnom Penh,1,Tourist Attraction,4.6,23.0
Moonlight Pavilion (ព្រះទីនាំងចន្ទឆាយា),1,Phnom Penh,1,Tourist Attraction,4.5,61.0
Model of Angkor Wat,1,Phnom Penh,1,Tourist Attraction,4.5,13.0
Botum Fountain,1,Phnom Penh,1,Tourist Attraction,4.8,23.0
Olympia Fountain,1,Phnom Penh,1,Tourist Attraction,4.4,11.0
Golden Street the Chinatown,1,Phnom Penh,1,Tourist Attraction,3.3,11.0
River View-ទេសភាពទន្លេ,1,Phnom Penh,1,Tourist Attraction,4.8,12.0
Garden City Water Park,1,Phnom Penh,1,Tourist Attraction,4.4,1128.0
Doulos Hope Phnom Penh,1,Phnom Penh,1,Tourist Attraction,4.4,37.0
Bassac Square,1,Phnom Penh,1,Tourist Attraction,4.6,9.0
Naga Water Fountains,1,Phnom Penh,1,Tourist Attraction,4.3,47.0
Riverside deck promenade,1,Phnom Penh,1,Tourist Attraction,4.5,8.0
Century Plaza Fountain,1,Phnom Penh,1,Tourist Attraction,4.2,5.0
Promenade,1,Phnom Penh,1,Tourist Attraction,4.4,90.0
Phnom Penh Safari,1,Phnom Penh,1,Tourist Attraction,4.1,1827.0
Phnom Penh Night Market,1,Phnom Penh,1,Tourist Attraction,4.0,11008.0
Island river side,1,Phnom Penh,1,Tourist Attraction,5.0,3.0
BK Hotel,1,Phnom Penh,2,Hotel,4.0,117.0
Villa Martial Arts Gym & Hostel,1,Phnom Penh,2,Hotel,4.6,55.0
Lavendrata I,1,Phnom Penh,2,Hotel,3.6,7.0
腾茜大酒店·TENG XI HOTEL,1,Phnom Penh,2,Hotel,4.7,7.0
X ONE HOTEL,1,Phnom Penh,2,Hotel,4.2,75.0
NEWTIMES HOTEL,1,Phnom Penh,2,Hotel,4.1,10.0
Old Durbar Restaurant-Sky Bar & Hotel,1,Phnom Penh,2,Hotel,4.6,151.0
Sovanphum Riverside Hotel,1,Phnom Penh,2,Hotel,3.5,85.0
Silver Mounts Hotel,1,Phnom Penh,2,Hotel,4.0,360.0
Joli Hotel & Restaurant,1,Phnom Penh,2,Hotel,4.3,92.0
AMATA Residence,1,Phnom Penh,2,Hotel,4.6,34.0
Ananta Lavender,1,Phnom Penh,2,Hotel,3.5,23.0
Aquarius Hotel & Urban Resort,1,Phnom Penh,2,Hotel,4.5,1120.0
Le Castle River Hotel,1,Phnom Penh,2,Hotel,5.0,1.0
Arison Hotel - អារីសុន ហូថេល,1,Phnom Penh,2,Hotel,4.1,74.0
Comfort House,1,Phnom Penh,2,Hotel,3.7,45.0
Happy Guest House & Restaurant,1,Phnom Penh,2,Hotel,4.3,12.0
Ramada by Wyndham Phnom Penh Central,1,Phnom Penh,2,Hotel,3.7,321.0
"Helen Fin Inn & Apartment, Phnom Penh",1,Phnom Penh,2,Hotel,3.8,28.0
Okay Palace Hotel,1,Phnom Penh,2,Hotel,3.8,119.0
139 Guest House,1,Phnom Penh,2,Hotel,4.5,120.0
Old Durbar Hotel & Restaurant (F6),1,Phnom Penh,2,Hotel,3.7,3.0
THE PLACE Hostel & Garden Bar Phnom Penh,1,Phnom Penh,2,Hotel,5.0,23.0
CDX Residence,1,Phnom Penh,2,Hotel,4.9,201.0
Cozy Boutique Hotel,1,Phnom Penh,2,Hotel,4.0,95.0
TAO Riverside Residence,1,Phnom Penh,2,Hotel,4.6,105.0
889 Boutique Hotel 精品酒店,1,Phnom Penh,2,Hotel,5.0,3.0
Moonlight Villa,1,Phnom Penh,2,Hotel,2.7,76.0
Yue Tai Hotel & Apartment,1,Phnom Penh,2,Hotel,4.0,148.0
LISEKA HOTEL 丽思卡酒店,1,Phnom Penh,2,Hotel,0.0,0.0
"Daun Penh Palace Boutique, Phnom Penh",1,Phnom Penh,2,Hotel,4.6,40.0
Oakwood Premier Phnom Penh,1,Phnom Penh,2,Hotel,4.6,248.0
Onederz Phnom Penh,1,Phnom Penh,2,Hotel,4.4,1010.0
SOHO Residence,1,Phnom Penh,2,Hotel,4.0,44.0
Fairfield by Marriott Phnom Penh,1,Phnom Penh,2,Hotel,4.6,381.0
Empire House,1,Phnom Penh,2,Hotel,4.2,99.0
Ohana Phnom Penh Palace Hotel,1,Phnom Penh,2,Hotel,4.2,1011.0
Chaiya Palace Hotel,1,Phnom Penh,2,Hotel,4.7,159.0
Orussey One Boutique,1,Phnom Penh,2,Hotel,3.9,99.0
PARC 21 LUXURY BOUTIQUE HOTEL AND RESIDENCE,1,Phnom Penh,2,Hotel,4.6,215.0
Emerald Hotel Residence,1,Phnom Penh,2,Hotel,4.2,98.0
游子酒店,1,Phnom Penh,2,Hotel,4.5,2.0
The Oasis,1,Phnom Penh,2,Hotel,4.7,12.0
CHAKTOMOUK MONGKOL HOTEL,1,Phnom Penh,2,Hotel,4.6,5.0
Central Mansions,1,Phnom Penh,2,Hotel,4.8,83.0
Indra Hotel,1,Phnom Penh,2,Hotel,4.4,43.0
LCS Hotel & Apartment,1,Phnom Penh,2,Hotel,4.2,439.0
Merton Holiday Inn Phnom Penh,1,Phnom Penh,2,Hotel,4.3,32.0
Wyndham Grand Phnom Penh Capital,1,Phnom Penh,2,Hotel,4.6,25.0
សណ្ឋាគារ​ហូលីដេ,1,Phnom Penh,2,Hotel,3.8,37.0
TVA House,1,Phnom Penh,2,Hotel,4.3,20.0
Casa Boutique Hotel,1,Phnom Penh,2,Hotel,3.9,144.0
Teav Bassac Boutique Hotel & Spa,1,Phnom Penh,2,Hotel,4.0,50.0
Jaya Suites Hotel,1,Phnom Penh,2,Hotel,4.8,44.0
Le Hotel Hotel Phnom Penh,1,Phnom Penh,2,Hotel,3.9,480.0
The View Serviced Residence,1,Phnom Penh,2,Hotel,4.4,169.0
The Artist Residence,1,Phnom Penh,2,Hotel,3.9,208.0
Residence 105 Hotel and Apartment,1,Phnom Penh,2,Hotel,4.2,65.0
Skyline Boutique Hotel,1,Phnom Penh,2,Hotel,4.4,70.0
Hotel Sor,1,Phnom Penh,2,Hotel,3.8,112.0
Friends the Restaurant,1,Phnom Penh,3,Restaurant,4.5,1127.0
Blossom Restaurant,1,Phnom Penh,3,Restaurant,4.9,192.0
AURA - Phnom Penh,1,Phnom Penh,3,Restaurant,4.7,797.0
Mealea Restaurant,1,Phnom Penh,3,Restaurant,4.6,227.0
Le Manolis,1,Phnom Penh,3,Restaurant,4.5,225.0
Phnom Penh Three Rivers Restaurant,1,Phnom Penh,3,Restaurant,4.8,458.0
Khmer River House Restaurant,1,Phnom Penh,3,Restaurant,4.1,121.0
Sombok Restaurant,1,Phnom Penh,3,Restaurant,4.5,236.0
Wild Phnom Penh,1,Phnom Penh,3,Restaurant,4.8,707.0
Mesa Restaurant – Phnom Penh,1,Phnom Penh,3,Restaurant,4.7,66.0
One Kitchen,1,Phnom Penh,3,Restaurant,4.6,255.0
La Croisette,1,Phnom Penh,3,Restaurant,4.4,1160.0
Malis (Norodom Boulevard),1,Phnom Penh,3,Restaurant,4.3,1698.0
Le Langka,1,Phnom Penh,3,Restaurant,4.7,884.0
Khéma Restaurant Pasteur,1,Phnom Penh,3,Restaurant,4.5,1514.0
Elia Greek Kitchen Bassac Lane,1,Phnom Penh,3,Restaurant,4.7,745.0
Riverview Restaurant Bar,1,Phnom Penh,3,Restaurant,4.6,220.0
Elia Greek Kitchen Russian Market,1,Phnom Penh,3,Restaurant,4.7,796.0
La Volpaia - Phnom Penh,1,Phnom Penh,3,Restaurant,4.5,251.0
Eleven One Kitchen - BKK1,1,Phnom Penh,3,Restaurant,4.5,1174.0
Romduol Khmer Restaurant,1,Phnom Penh,3,Restaurant,4.6,186.0
One More Restaurant Toul Kork,1,Phnom Penh,3,Restaurant,4.3,1359.0
Eleven One Kitchen,1,Phnom Penh,3,Restaurant,4.5,962.0
One More Restaurant Boeung ​Kak,1,Phnom Penh,3,Restaurant,4.5,433.0
Gorkha Palace Phnom Penh Indian and Nepalese Restaurant,1,Phnom Penh,3,Restaurant,4.8,763.0
Mauu! (Langka Lane),1,Phnom Penh,3,Restaurant,4.7,255.0
ភោជនីយដ្ឋាន​ រំដេង​ - Romdeng Restaurant,1,Phnom Penh,3,Restaurant,4.5,258.0
"Kyoto 306 ,BKK1 ,Phnom Penh",1,Phnom Penh,3,Restaurant,4.6,96.0
Kabbas Restaurant,1,Phnom Penh,3,Restaurant,4.4,774.0
Virak Restaurant,1,Phnom Penh,3,Restaurant,4.7,75.0
Old Durbar Restaurant-Sky Bar & Hotel,1,Phnom Penh,3,Restaurant,4.6,151.0
"Chet Steak, Pastas & Wine",1,Phnom Penh,3,Restaurant,4.8,336.0
Shindi Georgian Cuisine Phnom Penh,1,Phnom Penh,3,Restaurant,4.8,214.0
Titanic Restaurant,1,Phnom Penh,3,Restaurant,3.9,1637.0
Farm To Table,1,Phnom Penh,3,Restaurant,4.4,881.0
Kanazawa Japanese Restaurant,1,Phnom Penh,3,Restaurant,4.5,406.0
Kanpai Restaurant,1,Phnom Penh,3,Restaurant,4.5,219.0
Hall of Golden Chimes,1,Phnom Penh,3,Restaurant,4.4,67.0
Ruby Jack Phnom Penh - Restaurant,1,Phnom Penh,3,Restaurant,4.8,62.0
Iza Japanese Restaurant,1,Phnom Penh,3,Restaurant,4.5,293.0
Digby's Phnom Penh,1,Phnom Penh,3,Restaurant,4.3,1077.0
Samaky Restaurant and Lounge,1,Phnom Penh,3,Restaurant,4.3,394.0
Kinin,1,Phnom Penh,3,Restaurant,4.6,779.0
Tell Restaurant,1,Phnom Penh,3,Restaurant,4.3,88.0
Kungfu Kitchen 家常便饭 (TTP),1,Phnom Penh,3,Restaurant,4.7,1182.0
Magnolia Restaurant,1,Phnom Penh,3,Restaurant,4.2,1690.0
Paparazzi Bar & Kitchen,1,Phnom Penh,3,Restaurant,4.6,123.0
Banteay Srey Restaurant,1,Phnom Penh,3,Restaurant,4.8,311.0
Boma,1,Phnom Penh,3,Restaurant,4.7,295.0
LaBaab Restaurant,1,Phnom Penh,3,Restaurant,4.3,470.0
Khmer Surin Restaurant,1,Phnom Penh,3,Restaurant,4.2,1139.0
Brasserie Louis,1,Phnom Penh,3,Restaurant,4.5,142.0
The Vine Phnom Penh,1,Phnom Penh,3,Restaurant,4.4,419.0
River Bistro,1,Phnom Penh,3,Restaurant,3.9,837.0
Houb Houb,1,Phnom Penh,3,Restaurant,4.9,115.0
Ox Club Restaurant,1,Phnom Penh,3,Restaurant,4.6,254.0
Scenery SkyBar & Restaurant Phnom Penh,1,Phnom Penh,3,Restaurant,4.5,233.0
David's Restaurant Homemade Noodles,1,Phnom Penh,3,Restaurant,4.4,1949.0
Khéma Restaurant La Poste,1,Phnom Penh,3,Restaurant,4.5,889.0
Oskar Bistro Phnom Penh,1,Phnom Penh,3,Restaurant,4.4,797.0
Phnom Penh Sorya Bus,1,Phnom Penh,7,Transportation,3.5,838.0
Mey Hong Transport (Phnom Penh),1,Phnom Penh,7,Transportation,3.8,480.0
PHNOM PENH PENHCHET TRANSPORT​ ( PHNOM PENH),1,Phnom Penh,7,Transportation,2.1,26.0
Sarah Transport Co. Ltd,1,Phnom Penh,7,Transportation,2.4,74.0
Cambolink21 Express - Phnom Penh,1,Phnom Penh,7,Transportation,3.8,244.0
"Ratanak Sambath Express, Phnom Penh",1,Phnom Penh,7,Transportation,3.2,26.0
Saly VIP (Phnom Penh),1,Phnom Penh,7,Transportation,3.4,211.0
Cambodia Post VIP Van,1,Phnom Penh,7,Transportation,4.1,106.0
"CKSN International Transport Co., Ltd.",1,Phnom Penh,7,Transportation,4.8,8.0
"Rith Mony Transport Co., Ltd.",1,Phnom Penh,7,Transportation,2.2,59.0
Khai Nam Transportation (Cambodia),1,Phnom Penh,7,Transportation,3.8,173.0
eBooking Express - អុីប៊ុកឃីង អុិចប្រេស Phnom Penh,1,Phnom Penh,7,Transportation,4.1,232.0
Rith Mony Transport,1,Phnom Penh,7,Transportation,2.7,38.0
Department of Public Works and Transportation of Phnom Penh Capital,1,Phnom Penh,7,Transportation,3.6,40.0
Giant Ibis Transport Phnom Penh,1,Phnom Penh,7,Transportation,4.1,340.0
Capitol Bus Wat Phnom Branch,1,Phnom Penh,7,Transportation,3.8,23.0
Cambodia Taxi Tours by Ya,1,Phnom Penh,7,Transportation,4.9,32.0
Heng Sokkhoeun Express (HSK168),1,Phnom Penh,7,Transportation,3.7,50.0
Ekareach Express Phnom Penh,1,Phnom Penh,7,Transportation,3.9,324.0
Savin Phnom Penh Private Taxi,1,Phnom Penh,7,Transportation,5.0,115.0
VET Air Bus Express Phnom Penh,1,Phnom Penh,7,Transportation,3.6,96.0
Giant Ibis Bus Terminal,1,Phnom Penh,7,Transportation,3.4,282.0
Kim Seng Express,1,Phnom Penh,7,Transportation,3.7,397.0
Seila Angkor Khmer Express,1,Phnom Penh,7,Transportation,4.0,345.0
Phnom Penh Taxi | MANGO TAXI,1,Phnom Penh,7,Transportation,4.9,66.0
"Cam Freight Services Co., Ltd.",1,Phnom Penh,7,Transportation,3.4,5.0
"Phal Bophan Transport Co.,LTD ក្រុមហ៊ុន ផល បូផាន់ ដឹកអ្នកដំណើរ",1,Phnom Penh,7,Transportation,4.4,5.0
BookMeBus,1,Phnom Penh,7,Transportation,3.8,80.0
CHS Transportation,1,Phnom Penh,7,Transportation,3.5,2.0
WeGo Taxi Office,1,Phnom Penh,7,Transportation,4.7,22.0
Capitol Tour and Transport ChhoukMeas Branch,1,Phnom Penh,7,Transportation,4.5,10.0
Chan Moly Night Bus,1,Phnom Penh,7,Transportation,2.8,39.0
Phnom Penh Taxi Trip,1,Phnom Penh,7,Transportation,5.0,82.0
"Gui Wanda Transport Express Co., Ltd.",1,Phnom Penh,7,Transportation,5.0,1.0
Vibol Express Phnom Penh,1,Phnom Penh,7,Transportation,2.3,223.0
"SRVC Freight Services Cambodia Co., Ltd.",1,Phnom Penh,7,Transportation,4.5,24.0
Sutthep Express Transportation,1,Phnom Penh,7,Transportation,2.9,11.0
Larryta Express Phnom Penh Branch Bus Stop,1,Phnom Penh,7,Transportation,3.2,96.0
SIMA EXPRESS - Ticketing Office,1,Phnom Penh,7,Transportation,3.6,55.0
Phnom Penh Taxi,1,Phnom Penh,7,Transportation,5.0,79.0
R A Express VIP. (Cambodia),1,Phnom Penh,7,Transportation,3.7,15.0
"Virak Buntham Express, Stueng Mean Chey",1,Phnom Penh,7,Transportation,4.1,101.0
Phnom Penh Transport Co,1,Phnom Penh,7,Transportation,4.8,4.0
World Angkor Transport,1,Phnom Penh,7,Transportation,0.0,0.0
"Sovann Chenda Express Co.,ltd",1,Phnom Penh,7,Transportation,2.7,26.0
"Bến Xe Cần Thơ - Phnom Penh, Can Tho - Phnom Penh Bus Station",1,Phnom Penh,7,Transportation,4.1,9.0
Move by LM CAR Office,1,Phnom Penh,7,Transportation,4.5,22.0
Mr.Sam Phnom Penh Tours Taxi Minivans,1,Phnom Penh,7,Transportation,4.9,142.0
"EM SAMANG EXPESS & LOGISTIC, PHNOM PENH",1,Phnom Penh,7,Transportation,2.6,5.0
Sovan Rithy Express,1,Phnom Penh,7,Transportation,2.5,78.0
"Taxi Services, Car Rental, Tour Services",1,Phnom Penh,7,Transportation,4.9,27.0
Union Import Export & Transport,1,Phnom Penh,7,Transportation,4.0,1.0
RITHYA Mondulkiri Express,1,Phnom Penh,7,Transportation,3.1,32.0
Khai Nam Bus Station,1,Phnom Penh,7,Transportation,2.9,95.0
"Linehaul Express (Cambodia) Co., Ltd",1,Phnom Penh,7,Transportation,4.8,6.0
E Booking Express Phnom Penh Bus Stop,1,Phnom Penh,7,Transportation,3.6,17.0
Cambodia Cab Drivers,1,Phnom Penh,7,Transportation,5.0,76.0
Phnom Penh City Bus Terminal,1,Phnom Penh,7,Transportation,4.2,9.0
Hoang Gia Bus Office (Bus Phnom Penh-HCM),1,Phnom Penh,7,Transportation,4.4,17.0
Cambodia Taxi Driver,1,Phnom Penh,7,Transportation,5.0,17.0
Ta Prohm Temple,2,Siem Reap,1,Tourist Attraction,4.8,13018.0
Preah Khan Temple,2,Siem Reap,1,Tourist Attraction,4.8,3158.0
Angkor National Museum,2,Siem Reap,1,Tourist Attraction,4.4,5587.0
Bayon Temple,2,Siem Reap,1,Tourist Attraction,4.8,13512.0
Angkor Wat,2,Siem Reap,1,Tourist Attraction,4.8,41938.0
Baphuon Temple,2,Siem Reap,1,Tourist Attraction,4.7,2041.0
Angkor Zipline,2,Siem Reap,1,Tourist Attraction,4.7,335.0
Banteay Samre Temple,2,Siem Reap,1,Tourist Attraction,4.7,1204.0
Ta Keo Temple,2,Siem Reap,1,Tourist Attraction,4.7,1799.0
Best Siem Reap Tuk Tuk,2,Siem Reap,1,Tourist Attraction,4.7,11.0
Preah Norodom Sihanouk-Angkor Museum,2,Siem Reap,1,Tourist Attraction,4.5,144.0
Royal Independence Gardens,2,Siem Reap,1,Tourist Attraction,4.3,2766.0
Wat Preah Prom Rath,2,Siem Reap,1,Tourist Attraction,4.5,1017.0
Pub Street,2,Siem Reap,1,Tourist Attraction,4.4,6171.0
War Museum,2,Siem Reap,1,Tourist Attraction,4.0,1687.0
Miniature Replicas of Angkor's Temples,2,Siem Reap,1,Tourist Attraction,3.9,219.0
Ta Som,2,Siem Reap,1,Tourist Attraction,4.8,1564.0
Fountain Dragons,2,Siem Reap,1,Tourist Attraction,4.2,14.0
Ta Nei Temple,2,Siem Reap,1,Tourist Attraction,4.7,321.0
ArtBox,2,Siem Reap,1,Tourist Attraction,4.2,638.0
Phnom Bakheng Temple,2,Siem Reap,1,Tourist Attraction,4.5,3747.0
Royal Residence,2,Siem Reap,1,Tourist Attraction,4.4,337.0
Terrace of the Elephants,2,Siem Reap,1,Tourist Attraction,4.6,2164.0
Butterfly Paradise,2,Siem Reap,1,Tourist Attraction,4.4,404.0
Khmoch Gate (Gate of the Dead),2,Siem Reap,1,Tourist Attraction,4.8,245.0
Wat Bo,2,Siem Reap,1,Tourist Attraction,4.5,936.0
Thommanon Temple,2,Siem Reap,1,Tourist Attraction,4.7,508.0
Made in Cambodia Market,2,Siem Reap,1,Tourist Attraction,4.4,2159.0
Eastern Mebon Temple,2,Siem Reap,1,Tourist Attraction,4.6,2144.0
Old Market Bridge,2,Siem Reap,1,Tourist Attraction,4.4,498.0
Angkor Wat Putt,2,Siem Reap,1,Tourist Attraction,4.8,639.0
The Thousand Drops Fountain,2,Siem Reap,1,Tourist Attraction,4.0,4.0
Buffalo Park ជិះរទេះក្របី,2,Siem Reap,1,Tourist Attraction,4.3,14.0
Wat Damnak,2,Siem Reap,1,Tourist Attraction,4.5,465.0
Airplane House,2,Siem Reap,1,Tourist Attraction,4.4,20.0
Victory Gate,2,Siem Reap,1,Tourist Attraction,4.7,553.0
Phnom Kraom,2,Siem Reap,1,Tourist Attraction,4.5,1222.0
Bakong Temples,2,Siem Reap,1,Tourist Attraction,4.6,1403.0
Cambodia Attractions - Travel & Tours,2,Siem Reap,1,Tourist Attraction,3.6,37.0
Preah Ang Chek Preah Ang Chorm Shrine,2,Siem Reap,1,Tourist Attraction,4.5,553.0
"Phare, The Cambodian Circus",2,Siem Reap,1,Tourist Attraction,4.8,5597.0
Angkor Wildlife & Aquarium,2,Siem Reap,1,Tourist Attraction,4.6,979.0
Old Market,2,Siem Reap,1,Tourist Attraction,4.2,1752.0
APOPO Visitor Center,2,Siem Reap,1,Tourist Attraction,4.9,1497.0
Siem Reap Art Center Night Market,2,Siem Reap,1,Tourist Attraction,4.2,4660.0
Lotus Silk Farm,2,Siem Reap,1,Tourist Attraction,4.8,1354.0
Phnom Kulen Waterfall,2,Siem Reap,1,Tourist Attraction,4.5,1940.0
Prasat Beng Mealea,2,Siem Reap,1,Tourist Attraction,4.7,2349.0
Banteay Srey Butterfly Centre (BBC),2,Siem Reap,1,Tourist Attraction,4.4,415.0
Angkor Green Gardens Park by Dara,2,Siem Reap,1,Tourist Attraction,4.1,2475.0
JOURNEY CAMBODIA,2,Siem Reap,1,Tourist Attraction,5.0,1246.0
Cambodia Landmine Museum,2,Siem Reap,1,Tourist Attraction,4.6,926.0
Kulen Elephant Forest,2,Siem Reap,1,Tourist Attraction,4.8,942.0
ភូមិបុរាណ Phum Boraan - Traditional Khmer Village,2,Siem Reap,1,Tourist Attraction,4.8,24.0
Prasat Chau Say Tevoda,2,Siem Reap,1,Tourist Attraction,4.5,414.0
Artisans Angkor,2,Siem Reap,1,Tourist Attraction,4.4,2671.0
Baksei Chamkrong Temple,2,Siem Reap,1,Tourist Attraction,4.6,361.0
Prohm Kel Temple,2,Siem Reap,1,Tourist Attraction,4.5,251.0
Siem Reap Shuttle Tours,2,Siem Reap,1,Tourist Attraction,4.9,3468.0
Green Era Travel,2,Siem Reap,1,Tourist Attraction,4.7,80.0
Park Hyatt Siem Reap,2,Siem Reap,2,Hotel,4.6,803.0
ibis Styles Siem Reap,2,Siem Reap,2,Hotel,4.7,362.0
Baitong Heritage Hotel,2,Siem Reap,2,Hotel,4.0,813.0
"Apsara Centrepole Hotel, Siem Reap",2,Siem Reap,2,Hotel,4.4,270.0
FCC Angkor by Avani,2,Siem Reap,2,Hotel,4.6,819.0
Golden Temple Boutique,2,Siem Reap,2,Hotel,5.0,410.0
Sarai and Wander Resort,2,Siem Reap,2,Hotel,4.5,429.0
Memoire Siem Reap Hotel,2,Siem Reap,2,Hotel,4.2,401.0
Hotel Atelier - Siem Reap,2,Siem Reap,2,Hotel,4.5,96.0
"Amber Angkor Villa Hotel & Spa, Siem Reap",2,Siem Reap,2,Hotel,4.2,284.0
Viroth's Hotel,2,Siem Reap,2,Hotel,4.9,716.0
Shinta Mani Angkor,2,Siem Reap,2,Hotel,4.8,617.0
Onederz Siem Reap,2,Siem Reap,2,Hotel,4.7,1700.0
Memoire D 'Angkor Boutique Hotel,2,Siem Reap,2,Hotel,4.6,563.0
Angkor Palace Resort & Spa,2,Siem Reap,2,Hotel,4.5,996.0
Rambutan Hotel & Resort - Siem Reap,2,Siem Reap,2,Hotel,4.8,393.0
Damrei Angkor Hotel,2,Siem Reap,2,Hotel,4.5,398.0
Koulen Hotel,2,Siem Reap,2,Hotel,4.7,354.0
J7 Angkor Hotel,2,Siem Reap,2,Hotel,4.5,387.0
Angkor Paradise Hotel,2,Siem Reap,2,Hotel,4.4,941.0
Moon Flower Residence,2,Siem Reap,2,Hotel,4.5,25.0
Natural Relax Villa,2,Siem Reap,2,Hotel,4.3,46.0
Angkor Green Gardens by Dara - Siem Reap,2,Siem Reap,2,Hotel,4.9,23.0
Green Park Village Guesthouse,2,Siem Reap,2,Hotel,4.3,100.0
Angkor Heart Bungalow,2,Siem Reap,2,Hotel,4.9,366.0
Prana Hotel,2,Siem Reap,2,Hotel,4.6,263.0
ផ្ទះសំណាក់អង្គរហ្គោលដិន Angkor Golden Guest House,2,Siem Reap,2,Hotel,4.3,12.0
MEN's Resort & Spa,2,Siem Reap,2,Hotel,4.5,226.0
Reservoir Hotels | Yoga & Wellness Retreat,2,Siem Reap,2,Hotel,4.7,105.0
Angkor Sandra Villa,2,Siem Reap,2,Hotel,4.6,5.0
Mekong Angkor Palace Hotel,2,Siem Reap,2,Hotel,4.0,547.0
Angkor Village Hotel,2,Siem Reap,2,Hotel,4.7,446.0
Lynnaya Urban River Resort & Spa,2,Siem Reap,2,Hotel,4.7,440.0
"Angkor Sweet Night Hotel, Siem Reap",2,Siem Reap,2,Hotel,4.1,110.0
WAKA VILLA Private Resort & Spa Siem Reap - 16+ Adults Only,2,Siem Reap,2,Hotel,5.0,160.0
The Privilege Boutique - Siem Reap,2,Siem Reap,2,Hotel,4.6,117.0
Hotel de la Renaissance,2,Siem Reap,2,Hotel,4.1,84.0
Sala Siem Reap Resort & Spa,2,Siem Reap,2,Hotel,4.9,8.0
Angkor Privilege Resort & Spa,2,Siem Reap,2,Hotel,4.8,113.0
The Five Senses Boutique Hotel,2,Siem Reap,2,Hotel,4.8,103.0
The Aviary Hotel,2,Siem Reap,2,Hotel,4.7,386.0
Coconut VK Villa Siem Reap,2,Siem Reap,2,Hotel,4.2,17.0
River and Villa restaurant,2,Siem Reap,2,Hotel,4.4,174.0
Passport Villa,2,Siem Reap,2,Hotel,4.8,143.0
Angkor Palace Suite & Villa,2,Siem Reap,2,Hotel,4.7,10.0
Metta Residence & Spa,2,Siem Reap,2,Hotel,4.8,507.0
The Luxury,2,Siem Reap,2,Hotel,4.2,106.0
Angkor Piseth Retreat,2,Siem Reap,2,Hotel,5.0,5.0
White Rabbit Hostel Siem Reap,2,Siem Reap,2,Hotel,4.5,440.0
Soben Cafe Guesthouse & Restaurant,2,Siem Reap,2,Hotel,4.8,166.0
Khmer House Resort,2,Siem Reap,2,Hotel,4.8,495.0
Samnak Lounge,2,Siem Reap,2,Hotel,4.4,21.0
Rubyland Hotel,2,Siem Reap,2,Hotel,5.0,4.0
Sala Siem Reap Hotel,2,Siem Reap,2,Hotel,4.7,191.0
Eightfold Urban Resort,2,Siem Reap,2,Hotel,4.9,623.0
Dusit Hotel Siem Reap,2,Siem Reap,2,Hotel,4.7,120.0
"The Center Point, Siem Reap",2,Siem Reap,2,Hotel,4.4,54.0
Pandora Suite D'Angkor,2,Siem Reap,2,Hotel,4.6,383.0
Apsara Greenland Boutique hotel,2,Siem Reap,2,Hotel,4.6,158.0
Grand Bayon Siem Reap Hotel,2,Siem Reap,2,Hotel,4.3,128.0
Old Maison Eatery,2,Siem Reap,3,Restaurant,4.9,589.0
Mesa - Restaurant,2,Siem Reap,3,Restaurant,4.8,2505.0
Wild,2,Siem Reap,3,Restaurant,4.9,1891.0
The Grill Lounge,2,Siem Reap,3,Restaurant,4.8,540.0
Malis Siem Reap,2,Siem Reap,3,Restaurant,4.3,1349.0
Sambo Khmer & Thai Restaurant,2,Siem Reap,3,Restaurant,4.8,2378.0
Mealea Watbo,2,Siem Reap,3,Restaurant,4.8,681.0
Golden Pumpkin Restaurant Siem Reap,2,Siem Reap,3,Restaurant,4.8,666.0
The Christa Restaurant & Bar,2,Siem Reap,3,Restaurant,4.8,1237.0
Somaha Restaurant and Wine Bar,2,Siem Reap,3,Restaurant,4.9,306.0
